Time (Seconds),ROI 5,ROI 15,ROI 43,ROI 57,ROI 80
256,0.592279,0.239659,0.48412600000000006,0.498156791151754,0.183883
257,0.5696910000000001,0.254606,0.48004800000000003,0.5301767619368061,0.18149600000000002
258,0.5438000000000001,0.27201800000000004,0.45109200000000005,0.566330833120742,0.168266
259,0.527907,0.267305,0.445207,0.586153365426991,0.145888
260,0.510463,0.254492,0.44724300000000006,0.610201389862467,0.13090300000000002
261,0.47623499999999996,0.255832,0.439883,0.6254488528729261,0.13164300000000004
262,0.442889,0.23688200000000004,0.416837,0.6027879764874009,0.13099000000000002
263,0.41911,0.216323,0.4007510000000001,0.6147653380882581,0.11660300000000004
264,0.40218200000000004,0.21949600000000002,0.39049100000000003,0.626457552826623,0.12418100000000001
265,0.383439,0.207967,0.390521,0.6397177591577039,0.14133500000000002
266,0.35765800000000003,0.194616,0.3718600000000001,0.646975083212763,0.15438500000000002
267,0.334503,0.17893900000000001,0.389076,0.659422944391582,0.163255
268,0.311744,0.17664800000000003,0.3937320000000001,0.6638768105462529,0.161596
269,0.309431,0.17452,0.39022500000000004,0.6801367781077441,0.15498200000000004
270,0.295008,0.192537,0.374676,0.68232756617787,0.15779200000000002
271,0.28379,0.19895000000000002,0.38669,0.693777911238983,0.15976900000000002
272,0.269741,0.21598499999999998,0.38333700000000004,0.6842172314707939,0.172447
273,0.256471,0.222001,0.390652,0.6819928813132039,0.179714
274,0.26857600000000004,0.235,0.40446000000000004,0.6929387076578539,0.19267400000000004
275,0.268907,0.246193,0.43182,0.6936705838448289,0.215616
276,0.253632,0.25069800000000003,0.4466610000000001,0.699801959173298,0.25063199999999997
277,0.256838,0.254519,0.45640400000000003,0.6965488877754971,0.28305500000000006
278,0.270502,0.285175,0.47202500000000003,0.6880604573893689,0.296373
279,0.26779600000000003,0.308876,0.513152,0.682353995524571,0.324221
280,0.25105,0.34894600000000003,0.528837,0.679042553051387,0.34967100000000007
281,0.23589300000000002,0.40516100000000005,0.554266,0.6592813867386771,0.372634
282,0.239545,0.46783100000000005,0.576387,0.639761950629208,0.41172299999999995
283,0.23239300000000002,0.5084120000000001,0.586431,0.6168622408124791,0.43150199999999994
284,0.23860599999999998,0.557944,0.602496,0.594333613857345,0.472584
285,0.271782,0.585653,0.6175820000000001,0.56991699445446,0.48456299999999997
286,0.284804,0.6223110000000001,0.630413,0.540646240365769,0.49714400000000003
287,0.311571,0.63731,0.6528670000000001,0.514792260871511,0.514041
288,0.32390800000000003,0.664703,0.658169,0.516285082367379,0.537724
289,0.349411,0.6734519999999999,0.653109,0.49120757709706203,0.558014
290,0.353279,0.6727110000000001,0.6537620000000001,0.49925832886471905,0.560541
291,0.361398,0.6831670000000001,0.6421680000000001,0.49761803157841195,0.5743
292,0.38617,0.690712,0.633117,0.490322594601779,0.575159
293,0.40642500000000004,0.68194,0.627177,0.47246196520578904,0.558716
294,0.41005400000000003,0.6763250000000001,0.618633,0.46054918706292497,0.577524
295,0.41533200000000003,0.6706540000000001,0.608298,0.45072095728076705,0.564439
296,0.444149,0.6528529999999999,0.6059680000000001,0.456303801045781,0.574066
297,0.448051,0.653278,0.588642,0.45533269791457104,0.559114
298,0.475163,0.6375980000000001,0.589661,0.44933584860024395,0.546299
299,0.482483,0.633877,0.595765,0.453627095463562,0.546388
300,0.506322,0.615326,0.582507,0.44486504367475105,0.530212
301,0.52805,0.6073569999999999,0.581999,0.45521613050736404,0.519058
302,0.561412,0.5985419999999999,0.579149,0.43841703521635705,0.517467
303,0.583975,0.5810569999999999,0.584746,0.42768446155907497,0.511049
304,0.6157050000000001,0.572454,0.5660240000000001,0.40702939828537504,0.50779
305,0.633911,0.55284,0.552172,0.38501298909386,0.5034609999999999
306,0.651327,0.5296480000000001,0.547734,0.39582512295283295,0.49404099999999995
307,0.65484,0.49754800000000005,0.545209,0.39870867354283396,0.47679499999999997
308,0.665199,0.47464,0.524235,0.41457505040152104,0.477268
309,0.667786,0.45134900000000006,0.511582,0.44379588217929605,0.46576699999999993
310,0.66028,0.42522200000000004,0.5089940000000001,0.45205418074700404,0.460966
311,0.65172,0.41221900000000006,0.48796000000000006,0.487405816331099,0.440523
312,0.683102,0.385241,0.47921800000000003,0.510255893868589,0.43357899999999994
313,0.657178,0.35915400000000003,0.480186,0.5355597746459411,0.41219399999999995
314,0.6625,0.339187,0.4700230000000001,0.564617233564227,0.41774199999999995
315,0.66154,0.325784,0.470801,0.5936861227030821,0.40407499999999996
316,0.631597,0.315481,0.47298300000000004,0.6245541508189789,0.392363
317,0.628818,0.305572,0.471418,0.651753325246512,0.380668
318,0.608749,0.30486,0.4654750000000001,0.6777840897899561,0.36813399999999996
319,0.5887370000000001,0.286842,0.45983000000000007,0.7048853868386911,0.36218300000000003
320,0.572839,0.280441,0.4619420000000001,0.72619977724963,0.349125
321,0.556894,0.277123,0.451098,0.739818887248993,0.341897
322,0.548502,0.27575,0.438755,0.747285174303808,0.329886
323,0.529542,0.269561,0.420528,0.765684317676387,0.32438
324,0.539174,0.258251,0.401919,0.7627257925059061,0.30616600000000005
325,0.535287,0.259234,0.387988,0.774254926738621,0.29095099999999996
326,0.520142,0.268196,0.374425,0.748917100050633,0.284544
327,0.502173,0.27464,0.377676,0.7700488801429339,0.28012499999999996
328,0.501654,0.282194,0.34715799999999997,0.7574181586478459,0.27482399999999996
329,0.495993,0.288725,0.335052,0.745920207219458,0.255603
330,0.501708,0.32632900000000004,0.32249799999999995,0.7411345224040919,0.264706
