Time (Seconds),ROI 62,ROI 123,ROI 35,ROI 58,ROI 8
0,0.020702289573426985,0.0011097319399309968,0.031951701958551,0.013508563000000001,0.0038997740000000225
1,0.011581858233617986,0.0035145568313069975,0.034744955394096014,0.01143338599999999,0.005645646000000004
2,0.022375789799414986,0.002758299965401001,0.042529346986310015,0.014905868999999988,0.006854526999999999
3,0.015272243734947982,0.004670811765127986,0.04244028435791601,0.009459247000000004,0.009091317000000015
4,0.021594829379713992,6.693325694398511e-05,0.03441446550987,0.014501352999999995,0.007049052
5,0.016808008888474002,0.008437892671430997,0.03368653417956401,0.017667481999999984,0.003913571000000005
6,0.012903559635291995,0.003963115953614982,0.03621039325020402,0.02246567599999999,0.005046419000000024
7,0.01571630838038998,0.007971799063364982,0.037824001542272015,0.009666811999999997,0.005508463000000019
8,0.009990030201973005,0.01183040508869998,0.03948510867322501,0.012686803999999996,0.0
9,0.012114102625814999,0.00757975280680398,0.045338439403163,0.01130530199999999,0.004340703000000001
10,0.012086573573037995,0.01256152967735899,0.03904028154926702,0.009571138000000007,0.0008935490000000212
11,0.009997140002972,0.014317030387478002,0.03886165352693201,0.009578184999999989,0.003277245000000012
12,0.01692052951714698,0.014468932446028981,0.03519429094376102,0.01663213999999999,0.006074369000000024
13,0.011254310912795995,0.019126289377079997,0.043587220256414996,0.014229430999999987,0.006872284000000006
14,0.018285860631955003,0.02373232571515599,0.03919612060728701,0.014633561999999989,0.005013847000000016
15,0.01039506225543399,0.027753069155939003,0.036566349785126004,0.021016435,0.002985458000000024
16,0.016903513630027983,0.037275085997201,0.039306270867053,0.008531014000000003,0.00565496800000001
17,0.01354128331962498,0.04472945509284598,0.037122129804265006,0.008799564999999981,0.0023716200000000187
18,0.013149291320592005,0.07243535774851198,0.039499189653019004,0.01347388599999999,0.007525211000000004
19,0.008740163552157981,0.12373525774828201,0.039632675282839994,0.008216535999999997,0.0076412270000000004
20,0.012330422177918993,0.30624385171468305,0.03643964856449901,0.010826469000000005,0.008354057999999998
21,0.009491006710723005,0.393077967873128,0.03499241922367001,0.007758237000000001,0.008662287000000018
22,0.013517226089575007,0.33962728846481305,0.035927092216731,0.009531706000000001,0.014431834000000004
23,0.008908793834548984,0.277748263478354,0.035795208735080006,0.007510169999999983,0.004583737000000004
24,0.024862838543843996,0.23091732718952998,0.03482886859984401,0.014341017999999983,0.0044597440000000155
25,0.016988951379364986,0.199429342771737,0.0,0.009784335000000005,0.019000771
26,0.019712302184038993,0.183169340386494,0.036167854859646006,0.014145754999999982,0.006006069000000003
27,0.0,0.19244339942785801,0.039726016990731014,0.0014626699999999992,0.010265967000000015
28,0.01711721347952999,0.17683299525009397,0.04159911215619201,0.006865555999999995,0.008519231000000016
29,0.015126072336560992,0.17945748127824698,0.039444744636460013,0.0031477729999999926,0.018822227000000025
30,0.013186525196879989,0.16937272824791802,0.039682975084173,0.006884448999999987,0.053451196000000006
31,0.021054511068040987,0.18750050488206102,0.036753641582160004,0.0031840489999999944,0.163868657
32,0.010925465793416994,0.171012526006985,0.041075551357397,0.008581349999999988,0.38858887100000006
33,0.014196787933287991,0.147753344412094,0.038803034742199,0.0024132389999999837,0.399231165
34,0.014501054572329003,0.13280708921550502,0.041395132345231,0.0,0.41483399
35,0.013997075115656982,0.123483954435026,0.040938642141840995,0.013997583000000008,0.43435467000000005
36,0.018121502857343985,0.111309358617913,0.042165447408735,0.014189479000000005,0.4431831620000001
37,0.016237747837674982,0.10688559458435601,0.040969124802177,0.002485992999999992,0.45318673200000004
38,0.017567085552771006,0.105342506047747,0.043184030639269996,0.009956275999999986,0.45569004
39,0.012086753859535004,0.09546888408120299,0.03724534513059101,0.024870166,0.472253378
40,0.016790844477187983,0.089918594575468,0.042396153370079,0.012458308000000001,0.4708812680000001
41,0.015020244238190983,0.077174085554998,0.042692372994436,0.010437669999999982,0.48298851900000006
42,0.016383293507649,0.06867522300897899,0.04224915594264701,0.020551540000000007,0.4932851490000001
43,0.015372186616143008,0.066047669625248,0.046008532085238016,0.014357424000000008,0.4987197160000001
44,0.020587839327983,0.059791695229584996,0.039331045564466996,0.019106150999999988,0.516069016
45,0.020905966471326004,0.057404544581794004,0.047906877849707,0.01099861399999999,0.503424445
46,0.020910989226680998,0.046728143192206,0.04045417368567002,0.018477732999999996,0.491288543
47,0.020387250566394982,0.042758804970873004,0.04029652911508501,0.016781998999999992,0.501329001
48,0.014921339356288005,0.03724278014179,0.040835330400798994,0.01515544399999999,0.5007368790000001
49,0.01584529240159599,0.03270981702307399,0.037984204932328,0.012040542999999987,0.5133617930000001
50,0.017297459712161983,0.03202235638423498,0.038906707060262016,0.014241831999999982,0.510780109
51,0.018070986591533,0.026544344317098983,0.04088563010261802,0.023122958,0.49158902700000007
52,0.01521332549696,0.018571241198759997,0.04153077707103002,0.012694696000000005,0.48514494500000005
53,0.016504420515342982,0.017874315842029004,0.039861545523397005,0.014385515999999987,0.4920462320000001
54,0.016683991525071995,0.01440833337212899,0.041761688683056006,0.018072434999999998,0.48057670500000005
55,0.019468360228999004,0.012787684314644998,0.04060567727603802,0.009821998999999998,0.48185561600000004
56,0.02357164476377699,0.014635120546177993,0.04092852580596,0.01057470599999999,0.45818009300000007
57,0.012854181194712988,0.01116736028878898,0.03884556549257499,0.013851633000000002,0.46561924200000004
58,0.013223944514061003,0.010730336857169981,0.04152076244512902,0.010229263999999988,0.457509854
59,0.014584604843286997,0.009758461088713005,0.041040579931358,0.016869099999999998,0.45043785700000005
60,0.012429368136745,0.004195133677883989,0.04141420137655001,0.016083997999999988,0.42894221200000004
61,0.016577866424018983,0.008828216505018999,0.04145866871959501,0.013845927000000008,0.43749615500000005
62,0.017048103158088995,0.008077350256097987,0.040276369654971014,0.015086924000000002,0.41990774900000005
63,0.022242596609365006,0.0052479982379949885,0.04285475180203101,0.007462910999999989,0.414688587
64,0.014534328189413998,0.007085275190295004,0.03936530214392302,0.010450653000000004,0.40830871600000007
65,0.019901633107998,0.006370517213165006,0.038762091021721,0.023679155000000007,0.402299634
66,0.021666095213799003,0.0051806573677870005,0.038950291756729996,0.016370864999999984,0.39162088100000003
67,0.018416883382431998,0.004905021214726996,0.038585993544308014,0.011145766000000001,0.394539588
68,0.01428380578406599,0.001670412643698993,0.039824668882513,0.011015846999999995,0.373834066
69,0.01735455560145599,0.0062381071497479845,0.03988149774145201,0.011982054999999991,0.37342605400000006
70,0.011382733543761986,0.0013783198650340056,0.03535790101200602,0.014612272999999981,0.360970766
71,0.01800405787606099,0.0,0.044860454419667004,0.005079600999999989,0.357143934
72,0.018273020148966007,0.003013999329603001,0.04084246710889701,0.017578006000000007,0.349791227
73,0.016839011797957992,0.003507061838450981,0.037597554538202,0.007065152999999991,0.348693115
74,0.018761379885916002,0.00668165482965799,0.04001654080427801,0.010650649999999984,0.336919509
75,0.014149144145476994,0.0038751833385879952,0.035994312968223016,0.0034554209999999863,0.32706635000000006
76,0.014128262658160001,0.0064651978377049946,0.041660340151022004,0.014324949000000003,0.32875243900000006
77,0.021633305301266004,0.008115070327914004,0.042457088792464,0.007054641,0.334969308
78,0.013372529362426,0.008691552590997992,0.043408366334153,0.011581879999999989,0.309278296
79,0.014483489551191997,0.010023077578559997,0.041999197250068995,0.006442026999999989,0.31467821800000007
80,0.011221332516717003,0.005897523641690994,0.04162794292218201,0.016202094,0.31192607000000006
81,0.008692789196631995,0.009077233957279995,0.038572603375418,0.012650624,0.31515717099999996
82,0.018606476888512996,0.00578543419503999,0.036177987792489,0.0005946689999999921,0.309995448
83,0.022050073089593003,0.009521300107647984,0.039464174378663994,0.009591533999999985,0.298371752
84,0.009746793870820003,0.01060736890071598,0.037796383616282,0.003947168000000001,0.296225528
85,0.020644134605886988,0.009445994768486982,0.03835135314992201,0.013596422999999996,0.288602083
86,0.017273799864157002,0.012034572092713997,0.044147709540158994,0.012237946,0.29628073499999996
87,0.013511965006708981,0.018454223743602005,0.04154093969003102,0.010735524999999996,0.287779715
88,0.017618092538176006,0.019015684870765992,0.04082974434672999,0.01483088099999999,0.29516146900000007
